"_hve_id","_source_id","_ingest_ts","icao24","callsign","origin_country","time_position","last_contact","longitude","latitude","baro_altitude","on_ground","velocity","true_track","vertical_rate","spi","position_source"
"396d0d19-13a2-48f3-8123-58c250172389_14","flights","2026-05-09T16:17:32.657111+00:00","a0bcb7","CNS46","United States","1778343440","1778343441","-73.7733","40.7243","8229.6","false","148.17","359.4","0","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_15","flights","2026-05-09T16:17:32.657111+00:00","a50341","N422CB","United States","1778343441","1778343441","-73.002","40.6662","845.82","false","28.71","233.75","-0.33","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_16","flights","2026-05-09T16:17:32.657111+00:00","a13391","DAL93","United States","1778343441","1778343441","-73.0957","40.6811","2202.18","false","125.2","238.27","-7.15","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_17","flights","2026-05-09T16:17:32.657111+00:00","a3b02e","DAL2785","United States","1778343441","1778343441","-73.158","40.066","11582.4","false","199","225.73","0","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_18","flights","2026-05-09T16:17:32.657111+00:00","ae08c0","TITUS01","United States","1778343441","1778343441","-73.3331","40.0886","8519.16","false","116.5","218.19","-0.33","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_19","flights","2026-05-09T16:17:32.657111+00:00","394a02","AFR004","France","1778343441","1778343441","-73.3008","40.7019","1714.5","false","135.5","293.26","-5.53","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_20","flights","2026-05-09T16:17:32.657111+00:00","a3b04f","N337FB","United States","1778343417","1778343439","-73.3025","40.6863","365.76","false","56.48","318.32","-0.98","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_21","flights","2026-05-09T16:17:32.657111+00:00","a515ad","AAL605","United States","1778343357","1778343362","-73.8716","40.7762","","true","0","165.94","","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_22","flights","2026-05-09T16:17:32.657111+00:00","a3e9f3","EJA351","United States","1778343441","1778343441","-73.1788","40.0604","11254.74","false","253.23","43.85","-4.88","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_23","flights","2026-05-09T16:17:32.657111+00:00","a98445","JBU2536","United States","1778343440","1778343441","-73.5188","40.8261","922.02","false","105.07","283.02","0.33","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_24","flights","2026-05-09T16:17:32.657111+00:00","ad9712","JBU1002","United States","1778343441","1778343441","-73.5901","40.3905","1805.94","false","156.72","28","-7.15","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_25","flights","2026-05-09T16:17:32.657111+00:00","a2a70f","LXJ270","United States","1778343441","1778343441","-73.6951","40.4771","739.14","false","121.89","223.8","5.2","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_26","flights","2026-05-09T16:17:32.657111+00:00","71c362","AAR221","Republic of Korea","1778343441","1778343441","-73.5296","40.7332","3177.54","false","169.8","1.22","3.58","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_27","flights","2026-05-09T16:17:32.657111+00:00","aca79d","EDV5458","United States","1778343440","1778343441","-73.4253","40.6284","1226.82","false","134.42","28.33","0","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_28","flights","2026-05-09T16:17:32.657111+00:00","ac4668","N890MA","United States","1778343439","1778343439","-73.4146","40.7411","53.34","false","36.53","180.81","-2.6","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_29","flights","2026-05-09T16:17:32.657111+00:00","adea26","AAL1080","United States","1778343441","1778343441","-73.7872","40.8745","3108.96","false","142.21","305.87","15.28","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_30","flights","2026-05-09T16:17:32.657111+00:00","a28d12","N2634M","United States","1778343440","1778343440","-73.4364","40.7233","320.04","false","49.97","357.05","1.3","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_31","flights","2026-05-09T16:17:32.657111+00:00","ac4587","KAP519","United States","1778343441","1778343441","-73.7697","40.5719","1249.68","false","63.32","106.52","5.2","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_32","flights","2026-05-09T16:17:32.657111+00:00","a97310","JBU2584","United States","1778343172","1778343172","-73.7724","40.646","","true","0","163.12","","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_33","flights","2026-05-09T16:17:32.657111+00:00","a388af","DAL1404","United States","1778343430","1778343436","-73.8603","40.7696","","true","0.06","295.31","","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_34","flights","2026-05-09T16:17:32.657111+00:00","a78cfc","JBU142","United States","1778343441","1778343441","-73.6273","40.8044","617.22","false","89.12","224.77","0","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_35","flights","2026-05-09T16:17:32.657111+00:00","a282e5","MXY1730","United States","1778343441","1778343441","-73.4085","40.5011","5189.22","false","198.44","15.33","0","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_36","flights","2026-05-09T16:17:32.657111+00:00","4b1882","SWR16F","Switzerland","1778343441","1778343441","-73.7392","40.6653","160.02","false","71.38","211.74","-3.25","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_37","flights","2026-05-09T16:17:32.657111+00:00","a030a8","RPA4501","United States","1778343441","1778343441","-73.871","40.7762","","true","0","300.94","","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_38","flights","2026-05-09T16:17:32.657111+00:00","ace7bf","EDV5531","United States","1778343441","1778343441","-73.7715","40.7913","1645.92","false","139.43","47.24","13.66","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_39","flights","2026-05-09T16:17:32.657111+00:00","acd53d","N926JA","United States","1778343440","1778343440","-73.3528","40.8953","327.66","false","49.16","193.31","0","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_40","flights","2026-05-09T16:17:32.657111+00:00","a770a2","JBU872","United States","1778343441","1778343441","-73.9844","40.786","1226.82","false","152.26","10.51","0.33","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_41","flights","2026-05-09T16:17:32.657111+00:00","a72f91","JIA5336","United States","1778343442","1778343442","-73.9318","40.732","10058.4","false","253.11","40.88","0","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_42","flights","2026-05-09T16:17:32.657111+00:00","a1b812","N21KH","United States","1778343441","1778343441","-73.8365","40.5894","13106.4","false","243.93","50.91","0","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_43","flights","2026-05-09T16:17:32.657111+00:00","a9085d","EJA681","United States","1778343441","1778343441","-73.3035","40.9511","8221.98","false","253.18","48.05","-2.93","true","0"
"396d0d19-13a2-48f3-8123-58c250172389_44","flights","2026-05-09T16:17:32.657111+00:00","a69fac","N526ER","United States","1778343441","1778343441","-73.4145","40.765","251.46","false","40.6","202.34","-4.88","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_45","flights","2026-05-09T16:17:32.657111+00:00","ad3e85","N9520Z","United States","1778343441","1778343441","-73.3736","40.9155","624.84","false","33.2","257.47","-2.6","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_46","flights","2026-05-09T16:17:32.657111+00:00","a04695","DAL2564","United States","1778343436","1778343436","-73.8658","40.7751","","true","8.23","300.94","","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_47","flights","2026-05-09T16:17:32.657111+00:00","a1404b","N18WD","United States","1778343441","1778343441","-73.8421","40.5374","1836.42","false","68.41","209.26","0","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_48","flights","2026-05-09T16:17:32.657111+00:00","a3e329","N35HF","United States","1778343440","1778343440","-73.5831","40.5746","152.4","false","68.1","265.67","0","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_49","flights","2026-05-09T16:17:32.657111+00:00","a44548","DAL398","United States","1778343441","1778343441","-73.8819","40.7718","","true","14.92","210.94","","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_50","flights","2026-05-09T16:17:32.657111+00:00","a06343","N124HF","United States","1778343441","1778343441","-73.0627","40.6804","731.52","false","39.24","145.68","-0.98","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_51","flights","2026-05-09T16:17:32.657111+00:00","a57945","N4518B","United States","1778343440","1778343440","-73.3825","40.6323","342.9","false","37.81","194.98","0.65","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_52","flights","2026-05-09T16:17:32.657111+00:00","a4ee2e","AAL1106","United States","1778343441","1778343441","-73.7969","40.1051","3352.8","false","169.29","29.29","0.33","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_53","flights","2026-05-09T16:17:32.657111+00:00","a335fa","DAL2099","United States","1778343359","1778343424","-73.863","40.7719","","true","0.06","157.5","","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_54","flights","2026-05-09T16:17:32.657111+00:00","a086b4","DAL454","United States","1778343380","1778343380","-73.7527","40.6481","53.34","false","66.62","210.13","-3.58","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_55","flights","2026-05-09T16:17:32.657111+00:00","a54312","RPA4358","United States","1778343407","1778343408","-73.8703","40.7757","","true","0.9","30.94","","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_56","flights","2026-05-09T16:17:32.657111+00:00","a1b092","RPA5761","United States","1778343134","1778343134","-73.8731","40.7807","","true","7.2","33.75","","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_57","flights","2026-05-09T16:17:32.657111+00:00","acd120","DAL2719","United States","1778343162","1778343163","-73.8609","40.7701","","true","0.32","132.19","","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_58","flights","2026-05-09T16:17:32.657111+00:00","abc2e5","RPA4347","United States","1778343432","1778343436","-73.873","40.7743","","true","0","90","","false","0"
"396d0d19-13a2-48f3-8123-58c250172389_59","flights","2026-05-09T16:17:32.657111+00:00","a73dc7","LXJ566","United States","1778343441","1778343441","-73.7212","40.4041","11551.92","false","193.59","251.57","5.85","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_0","flights","2026-05-09T16:17:16.978169+00:00","acdfcc","KAP68","United States","1778343430","1778343430","-73.6781","40.7752","922.02","false","70.91","213.46","0","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_1","flights","2026-05-09T16:17:16.978169+00:00","801659","AIC102","India","1778343430","1778343430","-73.3679","40.9745","4130.04","false","209.54","22.98","9.75","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_2","flights","2026-05-09T16:17:16.978169+00:00","a34119","DAL855","United States","1778343430","1778343430","-73.6213","40.746","9410.7","false","252.22","50.63","-7.15","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_3","flights","2026-05-09T16:17:16.978169+00:00","a52aed","DAL273","United States","1778343430","1778343430","-73.4066","40.8024","1440.18","false","117.59","304.66","-2.6","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_4","flights","2026-05-09T16:17:16.978169+00:00","a03bcd","RPA4540","United States","1778343426","1778343426","-73.8711","40.7747","","true","0.9","33.75","","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_5","flights","2026-05-09T16:17:16.978169+00:00","a20120","N2280Q","United States","1778343429","1778343430","-73.4318","40.7477","320.04","false","54.54","358.92","-0.98","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_6","flights","2026-05-09T16:17:16.978169+00:00","780a3b","CPA830","China","1778343205","1778343208","-73.7496","40.652","76.2","false","73.85","211.03","-4.23","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_7","flights","2026-05-09T16:17:16.978169+00:00","ac159a","RPA5599","United States","1778343427","1778343427","-73.8697","40.777","","true","7.46","300.94","","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_8","flights","2026-05-09T16:17:16.978169+00:00","a213d6","MXY917","United States","1778343430","1778343430","-73.1204","40.7829","502.92","false","69.5","226.5","21.78","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_9","flights","2026-05-09T16:17:16.978169+00:00","ac36cc","SWA1254","United States","1778343430","1778343430","-73.2161","40.1333","10111.74","false","260.08","40.75","-4.88","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_10","flights","2026-05-09T16:17:16.978169+00:00","a2bbc6","UAL1624","United States","1778343430","1778343430","-73.8772","40.0419","4907.28","false","205.52","104.94","9.43","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_11","flights","2026-05-09T16:17:16.978169+00:00","ada936","N98EG","United States","1778343430","1778343430","-73.9404","40.8803","464.82","false","44.44","200.32","0","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_12","flights","2026-05-09T16:17:16.978169+00:00","a0835d","RPA4346","United States","1778343429","1778343429","-73.8701","40.7842","","true","2.06","5.62","","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_13","flights","2026-05-09T16:17:16.978169+00:00","aceb76","EDV5116","United States","1778343430","1778343430","-73.8156","40.8519","518.16","false","76.51","212.09","-3.58","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_14","flights","2026-05-09T16:17:16.978169+00:00","a0bcb7","CNS46","United States","1778343429","1778343430","-73.7731","40.7096","8229.6","false","148.17","359.4","0","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_15","flights","2026-05-09T16:17:16.978169+00:00","a13391","DAL93","United States","1778343430","1778343430","-73.0817","40.6876","2278.38","false","125.04","237.94","-7.15","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_16","flights","2026-05-09T16:17:16.978169+00:00","a3b02e","DAL2785","United States","1778343430","1778343430","-73.1393","40.08","11582.4","false","199.36","225.63","0","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_17","flights","2026-05-09T16:17:16.978169+00:00","ae08c0","TITUS01","United States","1778343430","1778343430","-73.3235","40.098","8519.16","false","116.5","218.19","0.33","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_18","flights","2026-05-09T16:17:16.978169+00:00","394a02","AFR004","France","1778343430","1778343430","-73.2842","40.6966","1767.84","false","137.09","292.04","-4.23","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_19","flights","2026-05-09T16:17:16.978169+00:00","a3b04f","N337FB","United States","1778343417","1778343417","-73.3025","40.6863","365.76","false","57.09","327.89","0.33","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_20","flights","2026-05-09T16:17:16.978169+00:00","a515ad","AAL605","United States","1778343357","1778343362","-73.8716","40.7762","","true","0","165.94","","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_21","flights","2026-05-09T16:17:16.978169+00:00","a3e9f3","EJA351","United States","1778343430","1778343430","-73.2015","40.0423","11277.6","false","255.06","43.77","0","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_22","flights","2026-05-09T16:17:16.978169+00:00","a98445","JBU2536","United States","1778343430","1778343430","-73.5058","40.822","929.64","false","112.33","302.09","-0.65","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_23","flights","2026-05-09T16:17:16.978169+00:00","ad9712","JBU1002","United States","1778343430","1778343430","-73.5997","40.3769","1889.76","false","156.76","28.42","-7.8","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_24","flights","2026-05-09T16:17:16.978169+00:00","a2a70f","LXJ270","United States","1778343429","1778343430","-73.6839","40.4861","678.18","false","121.89","223.8","4.88","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_25","flights","2026-05-09T16:17:16.978169+00:00","71c362","AAR221","Republic of Korea","1778343430","1778343430","-73.5301","40.7167","3139.44","false","164.17","1.62","3.58","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_26","flights","2026-05-09T16:17:16.978169+00:00","aca79d","EDV5458","United States","1778343430","1778343430","-73.4327","40.6178","1226.82","false","134.42","28.33","0","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_27","flights","2026-05-09T16:17:16.978169+00:00","ac4668","N890MA","United States","1778343430","1778343430","-73.4146","40.7441","83.82","false","37.04","180.8","-2.28","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_28","flights","2026-05-09T16:17:16.978169+00:00","adea26","AAL1080","United States","1778343430","1778343430","-73.7724","40.8663","2918.46","false","142.3","306.62","17.23","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_29","flights","2026-05-09T16:17:16.978169+00:00","a28d12","N2634M","United States","1778343356","1778343365","-73.4144","40.7123","281.94","false","37.23","191.15","4.23","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_30","flights","2026-05-09T16:17:16.978169+00:00","ac4587","KAP519","United States","1778343430","1778343431","-73.7772","40.5735","1188.72","false","62.4","105.3","5.85","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_31","flights","2026-05-09T16:17:16.978169+00:00","a97310","JBU2584","United States","1778343172","1778343172","-73.7724","40.646","","true","0","163.12","","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_32","flights","2026-05-09T16:17:16.978169+00:00","a388af","DAL1404","United States","1778343430","1778343430","-73.8603","40.7696","","true","0.06","295.31","","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_33","flights","2026-05-09T16:17:16.978169+00:00","a78cfc","JBU142","United States","1778343430","1778343430","-73.618","40.8099","617.22","false","89.82","238.59","0","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_34","flights","2026-05-09T16:17:16.978169+00:00","a282e5","MXY1730","United States","1778343430","1778343430","-73.4151","40.4827","5189.22","false","197.94","15.37","0","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_35","flights","2026-05-09T16:17:16.978169+00:00","4b1882","SWR16F","Switzerland","1778343430","1778343430","-73.7344","40.6713","198.12","false","70.14","210.89","-3.25","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_36","flights","2026-05-09T16:17:16.978169+00:00","a030a8","RPA4501","United States","1778343411","1778343411","-73.871","40.7762","","true","0","300.94","","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_37","flights","2026-05-09T16:17:16.978169+00:00","ace7bf","EDV5531","United States","1778343430","1778343430","-73.7855","40.7823","1501.14","false","136.67","51.88","13.33","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_38","flights","2026-05-09T16:17:16.978169+00:00","acd53d","N926JA","United States","1778343419","1778343419","-73.3495","40.9045","335.28","false","51.96","191.42","-2.28","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_39","flights","2026-05-09T16:17:16.978169+00:00","a770a2","JBU872","United States","1778343430","1778343430","-73.9879","40.7713","1226.82","false","153.27","10.44","0.33","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_40","flights","2026-05-09T16:17:16.978169+00:00","a72f91","JIA5336","United States","1778343431","1778343431","-73.9531","40.7132","10058.4","false","253.11","40.88","-0.33","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_41","flights","2026-05-09T16:17:16.978169+00:00","a1b812","N21KH","United States","1778343430","1778343430","-73.8613","40.574","13106.4","false","243.93","50.91","0","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_42","flights","2026-05-09T16:17:16.978169+00:00","a9085d","EJA681","United States","1778343430","1778343430","-73.3284","40.9341","8229.6","false","253.14","47.88","0","true","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_43","flights","2026-05-09T16:17:16.978169+00:00","a69fac","N526ER","United States","1778343430","1778343430","-73.4112","40.768","312.42","false","41.48","246.61","-4.55","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_44","flights","2026-05-09T16:17:16.978169+00:00","ad3e85","N9520Z","United States","1778343430","1778343430","-73.3698","40.9161","647.7","false","31.48","258.69","-2.6","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_45","flights","2026-05-09T16:17:16.978169+00:00","a04695","DAL2564","United States","1778343429","1778343429","-73.8652","40.7748","","true","7.72","300.94","","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_46","flights","2026-05-09T16:17:16.978169+00:00","a1404b","N18WD","United States","1778343431","1778343431","-73.8378","40.5431","1836.42","false","68.41","209.26","0.65","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_47","flights","2026-05-09T16:17:16.978169+00:00","a3e329","N35HF","United States","1778343430","1778343430","-73.5746","40.5752","152.4","false","67.08","261.62","0","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_48","flights","2026-05-09T16:17:16.978169+00:00","a44548","DAL398","United States","1778343427","1778343427","-73.8793","40.775","","true","47.33","213.75","","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_49","flights","2026-05-09T16:17:16.978169+00:00","a06343","N124HF","United States","1778343430","1778343430","-73.0656","40.6837","731.52","false","37.85","148.9","0","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_50","flights","2026-05-09T16:17:16.978169+00:00","a57945","N4518B","United States","1778343429","1778343429","-73.3806","40.6356","342.9","false","37.14","210.83","-0.98","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_51","flights","2026-05-09T16:17:16.978169+00:00","a4ee2e","AAL1106","United States","1778343430","1778343430","-73.8074","40.0905","3352.8","false","169.04","29.14","0","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_52","flights","2026-05-09T16:17:16.978169+00:00","a335fa","DAL2099","United States","1778343359","1778343424","-73.863","40.7719","","true","0.06","157.5","","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_53","flights","2026-05-09T16:17:16.978169+00:00","a086b4","DAL454","United States","1778343380","1778343380","-73.7527","40.6481","53.34","false","66.62","210.13","-3.58","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_54","flights","2026-05-09T16:17:16.978169+00:00","a54312","RPA4358","United States","1778343407","1778343408","-73.8703","40.7757","","true","0.9","30.94","","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_55","flights","2026-05-09T16:17:16.978169+00:00","a1b092","RPA5761","United States","1778343134","1778343134","-73.8731","40.7807","","true","7.2","33.75","","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_56","flights","2026-05-09T16:17:16.978169+00:00","acd120","DAL2719","United States","1778343162","1778343163","-73.8609","40.7701","","true","0.32","132.19","","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_57","flights","2026-05-09T16:17:16.978169+00:00","abc2e5","RPA4347","United States","1778343411","1778343412","-73.873","40.7743","","true","0","90","","false","0"
"33571c68-4a6f-45cd-a4f5-d41f115c14a0_58","flights","2026-05-09T16:17:16.978169+00:00","a73dc7","LXJ566","United States","1778343430","1778343430","-73.6976","40.4102","11483.34","false","192.13","251.42","6.18","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_0","flights","2026-05-09T16:17:01.160585+00:00","acdfcc","KAP68","United States","1778343415","1778343415","-73.6704","40.7828","922.02","false","71.33","223.25","0","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_1","flights","2026-05-09T16:17:01.160585+00:00","801659","AIC102","India","1778343415","1778343415","-73.3826","40.9484","3909.06","false","212.31","22.96","13.66","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_2","flights","2026-05-09T16:17:01.160585+00:00","a34119","DAL855","United States","1778343415","1778343415","-73.6558","40.7246","9517.38","false","253.34","50.69","-7.48","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_3","flights","2026-05-09T16:17:01.160585+00:00","a52aed","DAL273","United States","1778343415","1778343416","-73.3896","40.7935","1478.28","false","122.73","304.76","-3.58","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_4","flights","2026-05-09T16:17:01.160585+00:00","a03bcd","RPA4540","United States","1778343413","1778343414","-73.8712","40.7746","","true","0.77","33.75","","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_5","flights","2026-05-09T16:17:01.160585+00:00","a20120","N2280Q","United States","1778343412","1778343412","-73.4317","40.7393","342.9","false","54.55","358.38","-0.65","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_6","flights","2026-05-09T16:17:01.160585+00:00","780a3b","CPA830","China","1778343205","1778343208","-73.7496","40.652","76.2","false","73.85","211.03","-4.23","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_7","flights","2026-05-09T16:17:01.160585+00:00","ac159a","RPA5599","United States","1778343414","1778343414","-73.8687","40.7765","","true","8.23","300.94","","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_8","flights","2026-05-09T16:17:01.160585+00:00","ac36cc","SWA1254","United States","1778343415","1778343415","-73.2465","40.1062","10187.94","false","259.69","40.82","-4.55","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_9","flights","2026-05-09T16:17:01.160585+00:00","a2bbc6","UAL1624","United States","1778343415","1778343415","-73.9122","40.049","4770.12","false","204.14","104.6","9.43","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_10","flights","2026-05-09T16:17:01.160585+00:00","ada936","N98EG","United States","1778343415","1778343415","-73.9361","40.8848","464.82","false","39.3","255.6","-0.98","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_11","flights","2026-05-09T16:17:01.160585+00:00","a0835d","RPA4346","United States","1778343234","1778343234","-73.8734","40.7803","","true","6.43","30.94","","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_12","flights","2026-05-09T16:17:01.160585+00:00","aceb76","EDV5116","United States","1778343415","1778343415","-73.8083","40.8608","571.5","false","80.65","211.97","-3.25","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_13","flights","2026-05-09T16:17:01.160585+00:00","a0bcb7","CNS46","United States","1778343414","1778343415","-73.7729","40.6891","8229.6","false","148.16","359.6","0.33","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_14","flights","2026-05-09T16:17:01.160585+00:00","a13391","DAL93","United States","1778343415","1778343415","-73.0634","40.6964","2385.06","false","125.04","237.94","-7.15","true","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_15","flights","2026-05-09T16:17:01.160585+00:00","a3b02e","DAL2785","United States","1778343415","1778343415","-73.114","40.099","11582.4","false","199.72","225.73","0","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_16","flights","2026-05-09T16:17:01.160585+00:00","ae08c0","TITUS01","United States","1778343414","1778343415","-73.3107","40.1104","8519.16","false","116.5","218.19","-0.33","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_17","flights","2026-05-09T16:17:01.160585+00:00","394a02","AFR004","France","1778343415","1778343415","-73.2618","40.6902","1836.42","false","137.03","286.8","-5.53","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_18","flights","2026-05-09T16:17:01.160585+00:00","a3b04f","N337FB","United States","1778343415","1778343415","-73.3016","40.6853","365.76","false","56.92","330.19","0","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_19","flights","2026-05-09T16:17:01.160585+00:00","a515ad","AAL605","United States","1778343357","1778343362","-73.8716","40.7762","","true","0","165.94","","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_20","flights","2026-05-09T16:17:01.160585+00:00","a3e9f3","EJA351","United States","1778343415","1778343415","-73.2339","40.0163","11277.6","false","254.33","43.77","0","false","0"
"a1ef3c96-040d-46f8-b4ec-c710ae4a8ad1_21","flights","2026-05-09T16:17:01.160585+00:00","a98445","JBU2536","United States","1778343415","1778343415","-73.4892","40.8139","960.12","false","113.86","303.76","-4.55","false","0"
